City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,monte carmelo,-18.7247,-47.4986,292.4,98,100,3.19,BR,1730773792
361,amravati,20.9333,77.75,295.5,61,0,1.75,IN,1730773793
362,tipasa,36.5897,2.4475,293.99,61,30,1.94,DZ,1730773794
363,monticello,45.3055,-93.7941,282.71,83,100,3.6,US,1730773795
364,moose jaw,50.4001,-105.5344,276.29,52,30,4.12,CA,1730773797
365,soritor,-6.1392,-77.1039,294.2,97,100,1.11,PE,1730773798
366,hasaki,35.7333,140.8333,292.63,71,100,11.57,JP,1730773799
367,bermeo,43.4209,-2.7215,292.26,79,94,4.35,ES,1730773800
368,conduaga,8.862,117.4893,301.49,77,100,1.29,PH,1730773801
369,pariaman,-0.619,100.12,302.18,64,71,2.16,ID,1730773802
370,taroa,8.7058,171.2275,301.69,72,98,5.36,MH,1730773804
371,shenkursk,62.1091,42.896,272.18,96,100,4.08,RU,1730773805
372,tete,-16.1564,33.5867,303.2,58,40,2.57,MZ,1730773806
373,kollo,13.3043,2.339,298.39,18,11,4.11,NE,1730773807
374,heinola,61.2056,26.0381,273.93,99,100,1.92,FI,1730773808
375,remire-montjoly,4.9167,-52.2667,298.17,94,0,0.0,GF,1730773809
376,ratnagiri,16.9833,73.3,299.77,55,4,2.63,IN,1730773810
377,manali,13.1667,80.2667,301.56,85,93,4.43,IN,1730773812
378,kijang,35.2442,129.2139,287.0,61,100,2.06,KR,1730773813
379,fernie,49.5,-115.0687,274.16,98,100,2.71,CA,1730773814
380,miyako,39.6367,141.9525,285.23,45,99,4.71,JP,1730773815
381,nouadhibou,20.931,-17.0347,293.02,84,100,7.25,MR,1730773816
382,kosmach,48.7509,24.3673,271.92,86,8,1.35,UA,1730773817
383,manjeshvar,12.7,74.8833,296.81,78,7,2.64,IN,1730773818
384,peniche,39.3558,-9.3811,293.26,95,18,8.78,PT,1730773820
385,tarfaya,27.9358,-12.9218,293.83,83,100,5.84,MA,1730773821
386,kangding,30.0513,101.9603,284.16,75,84,1.52,CN,1730773822
387,fisterra,42.9049,-9.2629,290.56,86,81,9.57,ES,1730773823
388,callao,-12.0667,-77.15,293.55,82,20,6.17,PE,1730773824
389,muynoq,43.7683,59.0214,278.81,61,100,3.91,UZ,1730773825
390,ingeniero jacobacci,-41.3427,-69.5448,279.49,62,9,16.65,AR,1730773827
391,parapat,2.663,98.9349,297.48,76,100,0.74,ID,1730773828
392,aasiaat,68.7098,-52.8699,265.4,94,100,1.63,GL,1730773829
393,veraval,20.9,70.3667,300.66,52,0,2.52,IN,1730773830
394,chonchi,-42.6128,-73.8092,281.55,92,98,3.33,CL,1730773831
395,maintirano,-18.0667,44.0167,298.97,78,94,2.62,MG,1730773833
396,mejit,10.2753,170.8646,301.58,75,87,5.66,MH,1730773834
397,yuzhno-kurilsk,44.0306,145.8556,280.61,67,88,7.87,RU,1730773835
398,kulebaki,55.4133,42.5325,268.58,88,4,2.12,RU,1730773836
399,dolinsk,47.35,142.8,275.69,80,100,4.68,RU,1730773837
400,turpan,42.9333,89.1667,288.34,31,100,0.37,CN,1730773838
401,tiksi,71.6872,128.8694,248.97,99,74,2.72,RU,1730773840
402,saint-francois,46.4154,3.9054,280.84,100,100,1.54,FR,1730773842
403,sidney,-33.8679,151.2073,296.68,70,75,6.17,AU,1730773714
404,semey,50.4111,80.2275,273.27,93,100,4.0,KZ,1730773844
405,santa marinella,42.0345,11.8536,288.54,92,28,1.02,IT,1730773845
406,san mariano,7.5,126.0,301.84,76,96,1.65,PH,1730773846
407,manakara,-22.1333,48.0167,296.35,90,100,2.71,MG,1730773849
408,christiansburg,37.1298,-80.4089,285.16,84,0,2.06,US,1730773850
409,bubaque,11.2833,-15.8333,301.5,76,2,3.09,GW,1730773851
410,aripuana,-9.1667,-60.6333,295.74,99,100,0.74,BR,1730773852
411,nyurba,63.2842,118.3319,255.35,94,72,2.05,RU,1730773853
412,kiama,-34.6833,150.8667,293.36,91,96,1.34,AU,1730773855
413,hamilton,39.1834,-84.5333,295.43,66,20,6.17,US,1730773856
414,port saint john's,-31.6229,29.5448,287.11,93,100,3.81,ZA,1730773857
415,quelimane,-17.8786,36.8883,298.12,88,40,1.54,MZ,1730773858
416,agdzhabedy,40.0528,47.4614,284.0,46,2,7.87,AZ,1730773859
417,krasnokamensk,50.0979,118.0369,267.94,59,8,1.45,RU,1730773860
418,kiunga,-6.1219,141.2906,307.89,49,65,0.46,PG,1730773862
419,mildura,-34.2,142.15,303.19,30,100,2.85,AU,1730773863
420,ilhabela,-23.7781,-45.3581,295.41,96,100,2.06,BR,1730773864
421,constitucion,-35.3333,-72.4167,283.73,73,0,4.21,CL,1730773865
422,nar'yan-mar,67.6713,53.087,270.14,88,99,3.53,RU,1730773662
423,tazacorte,28.629,-17.9293,292.69,81,0,3.58,ES,1730773867
424,huron,41.1501,-82.5499,294.46,61,72,7.56,US,1730773868
425,sirte,31.2089,16.5887,292.44,72,13,0.94,LY,1730773870
426,alotau,-10.3069,150.4462,303.55,65,81,2.4,PG,1730773871
427,patterson,37.4716,-121.1297,288.12,56,1,1.57,US,1730773589
428,thayetmyo,19.3167,95.1833,300.92,76,9,2.59,MM,1730773873
429,martinho campos,-19.3317,-45.2369,291.75,98,100,3.03,BR,1730773874
430,igarka,67.4667,86.5833,263.55,95,60,5.67,RU,1730773877
431,heyuan,23.7333,114.6833,295.98,58,100,3.48,CN,1730773878
432,rawson,-43.3002,-65.1023,291.31,24,0,10.29,AR,1730773879
433,zuni pueblo,35.0725,-108.8506,276.08,53,34,4.34,US,1730773880
434,ubari,26.5921,12.7805,289.14,49,0,1.99,LY,1730773881
435,pyapon,16.2833,95.6833,301.5,78,67,3.32,MM,1730773882
436,noyabrsk,63.1994,75.4507,267.36,88,91,7.83,RU,1730773883
437,szentgotthard,46.9526,16.2736,277.28,85,0,0.39,HU,1730773885
438,farmington,36.7281,-108.2187,279.53,51,0,6.69,US,1730773832
439,kohlu,29.8962,69.252,294.48,26,0,1.06,PK,1730773887
440,cherokee,34.2668,-84.4499,289.81,89,100,2.57,US,1730773888
441,lorengau,-2.0226,147.2712,302.3,73,99,1.16,PG,1730773890
442,sola,-13.8833,167.55,299.13,73,100,8.27,VU,1730773892
443,tuy hoa,13.0833,109.3,301.14,77,77,4.14,VN,1730773893
444,springfield,37.2153,-93.2982,291.03,95,100,6.26,US,1730773679
445,anaconda,46.1285,-112.9423,273.0,78,75,5.02,US,1730773895
446,talara,-4.5772,-81.2719,291.74,86,5,6.7,PE,1730773896
447,pierre,44.3683,-100.351,280.53,75,0,0.45,US,1730773898
448,victoria falls,-17.9235,25.843,296.52,43,30,2.72,ZW,1730773899
449,colac,-38.3333,143.5833,297.29,31,6,2.18,AU,1730773900
450,camayenne,9.535,-13.6878,300.6,79,26,2.3,GN,1730773901
451,vadso,70.0744,29.7487,273.24,86,100,6.17,NO,1730773902
452,trincomalee,8.5711,81.2335,301.66,63,40,2.26,LK,1730773903
453,danjiangkou,32.5428,111.5086,289.28,24,0,1.76,CN,1730773904
454,mount isa,-20.7333,139.5,312.02,21,9,5.66,AU,1730773906
455,aksaray,38.3726,34.0254,275.46,68,0,0.96,TR,1730773907
456,shimoda,34.6667,138.95,291.33,79,100,5.69,JP,1730773908
457,xining,36.6167,101.7667,279.36,52,0,1.24,CN,1730773909
458,malango,-2.9627,119.9001,300.4,52,73,2.15,ID,1730773910
459,yanchep,-31.55,115.6833,292.64,57,85,6.47,AU,1730773911
460,la foa,-21.7108,165.8276,297.05,66,100,2.78,NC,1730773912
461,kunri,25.1785,69.5691,299.44,54,0,2.69,PK,1730773914
462,magong,23.5654,119.5863,296.65,84,96,16.04,TW,1730773915
463,burutu,5.3509,5.5076,298.42,87,23,1.62,NG,1730773916
464,jayapura,-2.5333,140.7,304.81,70,96,2.96,ID,1730773917
465,sanibel,26.449,-82.0223,298.18,82,1,2.68,US,1730773919
466,carutapera,-1.195,-46.02,296.95,87,84,1.99,BR,1730773921
467,makungu,-8.7333,35.2833,289.04,96,12,0.75,TZ,1730773922
468,sao paulo de olivenca,-3.3783,-68.8725,296.34,83,95,0.93,BR,1730773924
469,papao,-17.75,-149.55,301.97,77,100,1.21,PF,1730773925
470,sao jose da coroa grande,-8.8978,-35.1478,299.03,67,89,4.09,BR,1730773926
471,tomatlan,19.9333,-105.25,294.95,94,0,0.42,MX,1730773927
472,yurimaguas,-5.9,-76.0833,298.33,78,19,1.05,PE,1730773928
473,murrells inlet,33.551,-79.0414,294.29,92,100,4.12,US,1730773832
474,villa hernandarias,-31.231,-59.985,288.72,95,70,4.75,AR,1730773930
475,quang ngai,15.1167,108.8,297.57,94,100,1.81,VN,1730773932
476,nyagan,62.1406,65.3936,269.6,73,36,4.64,RU,1730773933
477,houghton,47.1219,-88.569,283.57,98,92,2.24,US,1730773934
478,iquique,-20.2208,-70.1431,290.92,80,49,1.22,CL,1730773935
479,mazowe,-17.504,30.9739,294.58,48,2,1.78,ZW,1730773936
480,sterling,39.0062,-77.4286,287.15,80,100,2.06,US,1730773937
481,hadibu,12.65,54.0333,299.03,70,0,1.56,YE,1730773939
482,evinayong,1.4368,10.5512,292.84,99,100,0.54,GQ,1730773940
483,potosi,-19.5836,-65.7531,283.73,63,3,2.11,BO,1730773941
484,olyokminsk,60.3736,120.4264,258.37,86,76,1.09,RU,1730773942
485,angaur state,6.906,134.13,301.91,72,98,4.26,PW,1730773943
486,kencong,-8.2833,113.3667,302.97,62,23,2.46,ID,1730773944
487,kachug,53.9606,105.8817,269.97,59,94,1.12,RU,1730773947
488,saldanha,-33.0117,17.9442,282.18,65,0,7.82,ZA,1730773948
489,guiratinga,-16.3494,-53.7583,294.98,94,100,1.98,BR,1730773949
490,kaga bandoro,6.9896,19.1874,294.3,89,99,0.91,CF,1730773951
491,aitape,-3.1374,142.3475,303.01,72,86,2.84,PG,1730773953
492,santa maria del oro,25.9333,-105.3667,285.41,60,0,3.84,MX,1730773954
493,olinda,-8.0089,-34.8553,300.0,74,75,5.66,BR,1730773955
494,ketchikan,55.3422,-131.6461,278.58,75,75,2.06,US,1730773956
495,tadine,-21.55,167.8833,298.09,61,38,4.71,NC,1730773957
496,crane,31.3974,-102.3501,289.63,25,86,10.49,US,1730773958
497,maltby,53.4167,-1.2,282.61,89,82,0.66,GB,1730773959
498,princeville,45.7668,-61.2985,275.51,82,75,2.57,CA,1730773961
499,rio verde de mato grosso,-18.9181,-54.8442,297.71,76,5,2.3,BR,1730773962
500,dukhan,25.4297,50.7858,299.18,66,0,1.45,QA,1730773963
501,suva,-18.1416,178.4415,300.86,78,40,5.14,FJ,1730773964
502,at taj,24.2049,23.2857,287.58,55,0,3.0,LY,1730773965
503,la gi,10.6667,107.7833,301.41,76,100,1.17,VN,1730773966
504,puerto santander,8.3636,-72.4063,295.13,98,74,0.52,CO,1730773967
505,slavyanka,42.8633,131.3847,277.99,40,1,1.57,RU,1730773969
506,bodo,67.28,14.405,282.17,98,75,9.77,NO,1730773970
507,vila do maio,15.1333,-23.2167,299.06,77,56,5.69,CV,1730773971
508,yeniseysk,58.4497,92.1703,274.88,96,100,4.13,RU,1730773972
509,thunder bay,48.4001,-89.3168,282.14,93,100,3.6,CA,1730773865
510,xai-xai,-25.0519,33.6442,294.87,94,3,1.74,MZ,1730773974
511,poyarkovo,49.6,128.6833,268.55,48,3,5.06,RU,1730773976
512,nikolayevsk-on-amure,53.1406,140.73,271.06,65,97,3.92,RU,1730773977
513,canico,32.6333,-16.85,294.66,88,20,2.57,PT,1730773978
514,harnai,30.1005,67.9374,296.55,23,0,0.92,PK,1730773979
515,strelka,58.0728,93.0344,278.59,89,100,5.08,RU,1730773980
516,cova figueira,14.8905,-24.2934,293.27,78,6,2.78,CV,1730773981
517,taroudant,30.4703,-8.877,295.15,20,84,2.8,MA,1730773983
518,coahuayana de hidalgo,18.7,-103.6583,298.56,89,66,0.71,MX,1730773984
519,padang,-0.9492,100.3543,302.18,67,82,2.12,ID,1730773985
520,leava,-14.3,-178.1667,300.53,78,41,4.93,WF,1730773986
521,muscat,23.6139,58.5922,300.95,52,0,0.86,OM,1730773987
522,agat village,13.3886,144.6585,304.67,82,20,8.23,GU,1730773988
523,arroyo de la luz,39.4851,-6.584,287.01,93,96,2.24,ES,1730773989
524,tidjikja,18.5564,-11.4271,299.78,19,0,4.97,MR,1730773991
525,cartagena del chaira,1.3349,-74.8429,296.25,85,100,1.54,CO,1730773992
526,tabuk,17.4189,121.4443,299.57,84,85,4.03,PH,1730773993
527,serowe,-22.3833,26.7167,295.5,19,73,0.75,BW,1730773994
528,cerro azul,21.2,-97.7333,295.5,99,24,2.13,MX,1730773995
529,fort st. john,56.2499,-120.8529,273.09,100,100,3.09,CA,1730773996
530,road town,18.4167,-64.6167,301.17,83,20,3.6,VG,1730773997
531,aleg,17.0481,-13.9209,303.04,19,0,3.24,MR,1730773999
532,alice springs,-23.7,133.8833,310.9,16,60,2.57,AU,1730773806
533,waingapu,-9.6567,120.2641,304.88,50,0,6.62,ID,1730774001
534,hirado,33.3597,129.5531,293.35,68,70,3.89,JP,1730774002
535,cestos city,5.46,-9.5828,298.08,89,75,3.46,LR,1730774003
536,meadow lake,34.8014,-106.5436,277.42,94,100,1.39,US,1730774004
537,alvaraes,-3.2208,-64.8042,299.83,62,100,0.66,BR,1730774005
538,nadlac,46.1667,20.75,275.45,81,19,2.91,RO,1730774007
539,castillos,-34.1667,-53.8333,291.18,92,100,4.93,UY,1730774010
540,askoy,60.4092,5.226,282.31,100,75,2.06,NO,1730774011
541,saint john,45.2727,-66.0677,275.72,80,75,0.0,CA,1730774012
542,al qusayr,34.5091,36.5798,286.77,60,0,0.73,SY,1730774013
543,paracuru,-3.41,-39.0306,298.75,83,15,6.7,BR,1730774015
544,mil'kovo,55.6078,37.7956,272.78,61,92,5.88,RU,1730773891
545,al jawf,29.5,38.75,288.42,53,0,2.48,SA,1730774017
546,sigli,5.3848,95.9609,301.7,68,98,0.89,ID,1730774018
547,qamdo,31.1667,97.2333,276.72,60,86,2.43,CN,1730774019
548,ylitornio,66.3089,23.6773,270.84,97,94,0.95,FI,1730774020
549,gualdo tadino,43.2317,12.781,277.34,82,0,1.22,IT,1730774022
550,tierra blanca,14.5833,-88.5833,292.83,99,37,0.46,HN,1730774023
551,puerto deseado,-47.7503,-65.8938,284.64,28,51,13.96,AR,1730774024
552,aykhal,66.0,111.5,259.11,96,97,6.05,RU,1730774025
553,dongkan,33.9997,119.8308,287.99,46,0,3.27,CN,1730774026
554,pisco,-13.7,-76.2167,291.49,88,0,6.69,PE,1730774027
555,x-can,20.8593,-87.6697,295.84,98,6,1.49,MX,1730774029
556,angles,41.944,2.6323,287.52,97,40,0.51,ES,1730774030
557,naze,28.3667,129.4833,298.66,70,34,5.86,JP,1730774031
558,tindouf,27.6711,-8.1474,293.4,21,0,2.06,DZ,1730774032
559,krapivinskiy,54.9992,86.8133,274.95,73,100,3.73,RU,1730774033
560,muskegon,43.3,-86.1334,291.38,92,100,9.26,US,1730774034
561,nova vicosa,-17.8919,-39.3719,296.72,86,60,3.99,BR,1730774035
562,kroya,-7.6331,109.2461,302.39,67,100,1.04,ID,1730774037
563,nemuro,43.3236,145.575,281.94,53,8,7.3,JP,1730774038
564,ceeldheer,3.8488,47.1806,299.01,84,57,3.2,SO,1730774039
565,slave lake,55.2834,-114.769,275.14,64,100,0.0,CA,1730774042
566,charters towers,-20.1,146.2667,308.74,18,7,6.49,AU,1730774043
567,monrovia,6.3005,-10.7969,298.94,86,57,3.07,LR,1730774044
568,tateyama,34.9833,139.8667,291.94,77,100,4.98,JP,1730774045
569,libreville,0.3925,9.4537,296.16,94,75,1.54,GA,1730774046
570,vetluga,57.8557,45.781,265.25,96,35,1.74,RU,1730774047
571,ambon,-3.6954,128.1814,304.23,100,40,1.54,ID,1730774049
572,derzhavinsk,51.1,66.3167,270.82,79,96,4.1,KZ,1730774050
573,selfoss,63.9331,-20.9971,283.73,97,100,8.72,IS,1730773804
574,murudeshwara,14.0943,74.4845,301.48,56,73,2.0,IN,1730774052
575,ciudad lazaro cardenas,17.9583,-102.2,299.17,84,2,1.33,MX,1730774055
576,kelso,46.1468,-122.9084,283.73,87,65,0.89,US,1730773818
577,alofi,-19.0595,-169.9187,297.09,83,75,6.69,NU,1730774057
578,okhotsk,59.3833,143.3,264.3,60,58,8.14,RU,1730774058
579,mogok,22.9167,96.5,297.17,47,0,0.83,MM,1730774059
